from,to,meters,highway,surface,incline,sidewalk,maxspeed,name
osm5489245215,osm13399353569,8.98,footway,concrete,,,,
osm5489245215,osm5194306929,9.89,footway,concrete,,,,
osm5194306929,osm5489245215,9.89,footway,concrete,,,,
osm1315875439,osm5489245723,103.99,footway,concrete:plates,,,,
osm5489245723,osm1315875439,103.99,footway,concrete:plates,,,,
osm13399353570,osm11595916417,0.97,footway,concrete,,,,
osm11595916417,osm13399353570,0.97,footway,concrete,,,,
osm11595916417,osm5489245724,5.12,footway,concrete,,,,
osm5489245724,osm11595916417,5.12,footway,concrete,,,,
osm5489245724,osm13399353571,5.34,footway,concrete,,,,
osm13399353571,osm5489245724,5.34,footway,concrete,,,,
osm13399353568,osm5489245217,7.76,footway,asphalt,,,,
osm5489245217,osm13399353568,7.76,footway,asphalt,,,,
osm5489245217,osm10782700794,7.76,footway,asphalt,,,,
osm10782700794,osm5489245217,7.76,footway,asphalt,,,,
osm10782700794,osm5194306490,1.59,footway,asphalt,,,,
osm5194306490,osm10782700794,1.59,footway,asphalt,,,,
osm5194306924,osm5673435464,81.51,footway,concrete,,,,
osm5673435464,osm5194306924,81.51,footway,concrete,,,,
osm5673435464,osm5489595480,9.83,footway,concrete,,,,
osm5489595480,osm5673435464,9.83,footway,concrete,,,,
osm5489595480,osm5673435467,8.24,footway,concrete,,,,
osm5673435467,osm5489595480,8.24,footway,concrete,,,,
osm5673435466,osm8695234863,50.93,footway,concrete,,,,
osm8695234863,osm5673435466,50.93,footway,concrete,,,,
osm8695234863,osm5486590959,31.5,footway,concrete,,,,
osm5486590959,osm8695234863,31.5,footway,concrete,,,,
osm5673435469,osm5489595479,8.61,footway,asphalt,,,,
osm5489595479,osm5673435469,8.61,footway,asphalt,,,,
osm5489595479,osm5673435466,9.96,footway,asphalt,,,,
osm5673435466,osm5489595479,9.96,footway,asphalt,,,,
osm9947705499,osm1191512877,12.02,service,,,,,
osm1191512877,osm9947705499,12.02,service,,,,,
osm9947705505,osm9947705506,1.92,footway,concrete,,,,
osm9947705506,osm9947705505,1.92,footway,concrete,,,,
osm9947705506,osm2988966637,7.21,footway,concrete,,,,
osm2988966637,osm9947705506,7.21,footway,concrete,,,,
osm2988966637,osm12861503777,4.55,footway,concrete,,,,
osm12861503777,osm2988966637,4.55,footway,concrete,,,,
osm9561216640,osm9561216642,20.0,footway,paved,,,,
osm9561216642,osm9561216640,20.0,footway,paved,,,,
osm1179981672,osm1179981699,147.4,cycleway,asphalt,,,,Southwest Bike Path
osm1179981699,osm1179981672,147.4,cycleway,asphalt,,,,Southwest Bike Path
osm1179981699,osm1179981684,94.0,cycleway,asphalt,,,,Southwest Bike Path
osm1179981684,osm1179981699,94.0,cycleway,asphalt,,,,Southwest Bike Path
osm1179981684,osm1179981715,8.77,cycleway,asphalt,,,,Southwest Bike Path
osm1179981715,osm1179981684,8.77,cycleway,asphalt,,,,Southwest Bike Path
osm1179981715,osm1179981680,8.28,cycleway,asphalt,,,,Southwest Bike Path
osm1179981680,osm1179981715,8.28,cycleway,asphalt,,,,Southwest Bike Path
osm1179981680,osm4783024832,99.96,cycleway,asphalt,,,,Southwest Bike Path
osm4783024832,osm1179981680,99.96,cycleway,asphalt,,,,Southwest Bike Path
osm4783024832,osm4139816167,16.63,cycleway,asphalt,,,,Southwest Bike Path
osm4139816167,osm4783024832,16.63,cycleway,asphalt,,,,Southwest Bike Path
osm4139816167,osm4139816155,14.17,cycleway,asphalt,,,,Southwest Bike Path
osm4139816155,osm4139816167,14.17,cycleway,asphalt,,,,Southwest Bike Path
osm4139816155,osm1857376395,13.28,cycleway,asphalt,,,,Southwest Bike Path
osm1857376395,osm4139816155,13.28,cycleway,asphalt,,,,Southwest Bike Path
osm1857376395,osm2708071848,122.12,cycleway,asphalt,,,,Southwest Bike Path
osm2708071848,osm1857376395,122.12,cycleway,asphalt,,,,Southwest Bike Path
osm3026444626,osm3035655932,28.96,footway,,,,,
osm3035655932,osm3026444626,28.96,footway,,,,,
osm3035655932,osm3026444573,20.72,footway,,,,,
osm3026444573,osm3035655932,20.72,footway,,,,,
osm2708071848,osm2708071877,19.16,footway,,,,,
osm2708071877,osm2708071848,19.16,footway,,,,,
osm2708071877,osm2708071847,24.0,footway,,,,,
osm2708071847,osm2708071877,24.0,footway,,,,,
osm2708071848,osm53519593,8.9,cycleway,asphalt,,,,Southwest Bike Path
osm53519593,osm2708071848,8.9,cycleway,asphalt,,,,Southwest Bike Path
osm53519593,osm3026444573,10.06,cycleway,asphalt,,,,Southwest Bike Path
osm3026444573,osm53519593,10.06,cycleway,asphalt,,,,Southwest Bike Path
osm3026444573,osm1179981685,45.51,cycleway,asphalt,,,,Southwest Bike Path
osm1179981685,osm3026444573,45.51,cycleway,asphalt,,,,Southwest Bike Path
osm1179981685,osm1180001028,76.42,cycleway,asphalt,,,,Southwest Bike Path
osm1180001028,osm1179981685,76.42,cycleway,asphalt,,,,Southwest Bike Path
osm1180001028,osm3026444630,89.61,footway,,,,,
osm3026444630,osm1180001028,89.61,footway,,,,,
osm1180001028,osm1180000930,8.79,cycleway,asphalt,,,,Southwest Bike Path
osm1180000930,osm1180001028,8.79,cycleway,asphalt,,,,Southwest Bike Path
osm1180000930,osm3017403688,9.13,cycleway,asphalt,,,,Southwest Bike Path
osm3017403688,osm1180000930,9.13,cycleway,asphalt,,,,Southwest Bike Path
osm3017403688,osm3811348134,61.29,footway,concrete,,,,
osm3811348134,osm3017403688,61.29,footway,concrete,,,,
osm3811348134,osm3017403684,37.97,footway,concrete,,,,
osm3017403684,osm3811348134,37.97,footway,concrete,,,,
osm12898671255,osm13030502566,4.28,footway,asphalt,,,,
osm13030502566,osm12898671255,4.28,footway,asphalt,,,,
osm13030502566,osm13030502579,2.86,footway,asphalt,,,,
osm13030502579,osm13030502566,2.86,footway,asphalt,,,,
osm9949125116,osm4783129005,21.44,service,asphalt,,,,
osm4783129005,osm9949125116,21.44,service,asphalt,,,,
osm4783129005,osm6532337663,11.21,service,asphalt,,,,
osm6532337663,osm4783129005,11.21,service,asphalt,,,,
osm5481791749,osm431369056,13.83,unclassified,asphalt,,,,
osm431369056,osm5481791749,13.83,unclassified,asphalt,,,,
osm431369056,osm431369057,12.38,unclassified,asphalt,,,,
osm431369057,osm431369056,12.38,unclassified,asphalt,,,,
osm3269889682,osm3269896982,25.64,residential,asphalt,,,,South Butler Street
osm3269896982,osm3269889682,25.64,residential,asphalt,,,,South Butler Street
osm3269896982,osm53483529,11.92,residential,asphalt,,,,South Butler Street
osm53483529,osm3269896982,11.92,residential,asphalt,,,,South Butler Street
osm5370986376,osm9974026151,3.89,footway,concrete:plates,,,,
osm9974026151,osm5370986376,3.89,footway,concrete:plates,,,,
osm9974026152,osm5370986378,8.33,footway,concrete,,,,
osm5370986378,osm9974026152,8.33,footway,concrete,,,,
osm3874538499,osm9973980089,3.83,footway,concrete:plates,,,,
osm9973980089,osm3874538499,3.83,footway,concrete:plates,,,,
osm9973980090,osm3874538500,3.98,footway,concrete:plates,,,,
osm3874538500,osm9973980090,3.98,footway,concrete:plates,,,,
osm5370986378,osm9974041969,5.46,footway,concrete:plates,,,,
osm9974041969,osm5370986378,5.46,footway,concrete:plates,,,,
osm9974041970,osm5633607506,4.79,footway,concrete:plates,,,,
osm5633607506,osm9974041970,4.79,footway,concrete:plates,,,,
osm9974088241,osm5633607517,3.56,footway,concrete:plates,,,,
osm5633607517,osm9974088241,3.56,footway,concrete:plates,,,,
osm3874538503,osm9976418483,5.9,footway,concrete:plates,,,,
osm9976418483,osm3874538503,5.9,footway,concrete:plates,,,,
osm9976418484,osm3874538504,5.35,footway,concrete:plates,,,,
osm3874538504,osm9976418484,5.35,footway,concrete:plates,,,,
osm5370986381,osm9976420067,4.33,footway,concrete:plates,,,,
osm9976420067,osm5370986381,4.33,footway,concrete:plates,,,,
osm9976420068,osm3874538504,3.82,footway,concrete:plates,,,,
osm3874538504,osm9976420068,3.82,footway,concrete:plates,,,,
osm3536570356,osm9976418394,2.83,footway,concrete:plates,,,,
osm9976418394,osm3536570356,2.83,footway,concrete:plates,,,,
osm9976418395,osm3874543829,3.11,footway,concrete:plates,,,,
osm3874543829,osm9976418395,3.11,footway,concrete:plates,,,,
osm9977295092,osm451003834,3.22,footway,concrete,,,,
osm451003834,osm9977295092,3.22,footway,concrete,,,,
osm451003834,osm9977295093,4.61,footway,concrete,,,,
osm9977295093,osm451003834,4.61,footway,concrete,,,,
osm5403982425,osm9977295092,9.9,cycleway,concrete,,,,
osm9977295092,osm5403982425,9.9,cycleway,concrete,,,,
osm9977295094,osm5403982429,3.3,cycleway,concrete,,,,
osm5403982429,osm9977295094,3.3,cycleway,concrete,,,,
osm5390658054,osm9977295095,2.64,cycleway,concrete,,,,
osm9977295095,osm5390658054,2.64,cycleway,concrete,,,,
osm9977295096,osm5390637343,6.01,footway,concrete,,,,
osm5390637343,osm9977295096,6.01,footway,concrete,,,,
osm5390637343,osm9977295097,3.78,footway,concrete,,,,
osm9977295097,osm5390637343,3.78,footway,concrete,,,,
osm9977295098,osm9977295096,25.28,footway,concrete,,,,
osm9977295096,osm9977295098,25.28,footway,concrete,,,,
osm9977295099,osm5390381170,4.15,footway,concrete,,,,
osm5390381170,osm9977295099,4.15,footway,concrete,,,,
osm5390381170,osm9977295098,7.65,footway,concrete,,,,
osm9977295098,osm5390381170,7.65,footway,concrete,,,,
osm9977295100,osm9977295099,33.29,footway,concrete,,,,
osm9977295099,osm9977295100,33.29,footway,concrete,,,,
osm5389859851,osm5390234496,5.16,footway,concrete,,,,
osm5390234496,osm5389859851,5.16,footway,concrete,,,,
osm5390234496,osm9977295100,3.58,footway,concrete,,,,
osm9977295100,osm5390234496,3.58,footway,concrete,,,,
osm3744996632,osm5389859851,36.09,footway,concrete,,,,
osm5389859851,osm3744996632,36.09,footway,concrete,,,,
osm9977295105,osm5495230588,2.11,footway,concrete,,,,
osm5495230588,osm9977295105,2.11,footway,concrete,,,,
osm5495230586,osm9977295104,2.31,footway,concrete,,,,
osm9977295104,osm5495230586,2.31,footway,concrete,,,,
osm9977295103,osm5403982434,1.58,footway,concrete,,,,
osm5403982434,osm9977295103,1.58,footway,concrete,,,,
osm9977295104,osm5495230587,6.54,footway,asphalt,,,,
osm5495230587,osm9977295104,6.54,footway,asphalt,,,,
osm5495230587,osm9977295105,4.99,footway,asphalt,,,,
osm9977295105,osm5495230587,4.99,footway,asphalt,,,,
osm5404355621,osm5495230586,2.6,footway,concrete,,,,
osm5495230586,osm5404355621,2.6,footway,concrete,,,,
osm5390658050,osm5390966407,7.98,footway,,,,,
osm5390966407,osm5390658050,7.98,footway,,,,,
osm5390966407,osm5390966408,8.86,footway,,,,,
osm5390966408,osm5390966407,8.86,footway,,,,,
osm5389786685,osm5389786652,10.41,cycleway,concrete,,,,
osm5389786652,osm5389786685,10.41,cycleway,concrete,,,,
osm5390658050,osm5390658048,11.86,cycleway,concrete,,,,
osm5390658048,osm5390658050,11.86,cycleway,concrete,,,,
osm9977295108,osm9977295107,2.2,footway,concrete,,,,
osm9977295107,osm9977295108,2.2,footway,concrete,,,,
osm5390658054,osm5390658050,81.72,footway,concrete,,,,
osm5390658050,osm5390658054,81.72,footway,concrete,,,,
osm5390658050,osm9977295108,8.2,footway,concrete,,,,
osm9977295108,osm5390658050,8.2,footway,concrete,,,,
osm5403982429,osm5390966821,81.31,cycleway,asphalt,,,,
osm5390966821,osm5403982429,81.31,cycleway,asphalt,,,,
osm5390966821,osm5390966832,8.1,cycleway,asphalt,,,,
osm5390966832,osm5390966821,8.1,cycleway,asphalt,,,,
osm9977295095,osm5390966390,5.0,footway,asphalt,,,,
osm5390966390,osm9977295095,5.0,footway,asphalt,,,,
osm5390966390,osm9977295094,5.38,footway,asphalt,,,,
osm9977295094,osm5390966390,5.38,footway,asphalt,,,,
osm5390966418,osm3300616059,7.23,footway,asphalt,,,,
osm3300616059,osm5390966418,7.23,footway,asphalt,,,,
osm1215752051,osm1215751982,26.17,service,,,,,
osm1215752020,osm1215752010,33.23,service,,,,,
osm7802960866,osm7802960870,45.14,service,,,,,
osm7802960870,osm7802960866,45.14,service,,,,,
osm8412055953,osm9983477828,17.93,service,asphalt,,,,
osm9983477828,osm8412055953,17.93,service,asphalt,,,,
osm8412055953,osm8412055957,48.29,service,asphalt,,,,
osm53413452,osm53490557,76.94,tertiary,asphalt,,,,Atwood Avenue
osm53490557,osm53413452,76.94,tertiary,asphalt,,,,Atwood Avenue
osm315839065,osm5474501687,37.12,residential,asphalt,,,,Garrison Street
osm5474501687,osm315839065,37.12,residential,asphalt,,,,Garrison Street
osm5474501687,osm53413452,8.66,residential,asphalt,,,,Garrison Street
osm53413452,osm5474501687,8.66,residential,asphalt,,,,Garrison Street
osm10007216582,osm10007216593,33.18,service,,,,,
osm10007216593,osm13294175878,61.2,service,,,,,
osm10007216591,osm10007216593,34.42,service,,,,,
osm316380825,osm8515298365,16.68,service,,,,,
osm8515298365,osm316380825,16.68,service,,,,,
osm8515298365,osm2637706969,38.68,service,,,,,
osm2637706969,osm8515298365,38.68,service,,,,,
osm10012043782,osm7372865963,4.11,footway,concrete,,,,
osm7372865963,osm10012043782,4.11,footway,concrete,,,,
osm10012043783,osm1215685059,2.88,footway,asphalt,,,,
osm1215685059,osm10012043783,2.88,footway,asphalt,,,,
osm1215685059,osm10012043782,5.34,footway,asphalt,,,,
osm10012043782,osm1215685059,5.34,footway,asphalt,,,,
osm10012043781,osm10012043783,6.64,footway,concrete,,,,
osm10012043783,osm10012043781,6.64,footway,concrete,,,,
osm7372865960,osm10012043780,3.14,footway,concrete,,,,
osm10012043780,osm7372865960,3.14,footway,concrete,,,,
osm10012043784,osm3330083529,2.7,footway,concrete,,,,
osm3330083529,osm10012043784,2.7,footway,concrete,,,,
osm10012043785,osm10012043787,6.14,footway,concrete,,,,
osm10012043787,osm10012043785,6.14,footway,concrete,,,,
osm10012043786,osm1215685053,2.26,footway,asphalt,,,,
osm1215685053,osm10012043786,2.26,footway,asphalt,,,,
osm1215685053,osm10012043785,3.62,footway,asphalt,,,,
osm10012043785,osm1215685053,3.62,footway,asphalt,,,,
osm5474176934,osm10012043786,2.03,footway,concrete,,,,
osm10012043786,osm5474176934,2.03,footway,concrete,,,,
osm10012043791,osm7372865952,2.39,footway,concrete,,,,
osm7372865952,osm10012043791,2.39,footway,concrete,,,,
osm10012043790,osm1215684914,2.61,footway,asphalt,,,,
osm1215684914,osm10012043790,2.61,footway,asphalt,,,,
osm1215684914,osm10012043791,3.19,footway,asphalt,,,,
osm10012043791,osm1215684914,3.19,footway,asphalt,,,,
osm10012043789,osm10012043790,8.55,footway,concrete,,,,
osm10012043790,osm10012043789,8.55,footway,concrete,,,,
osm7372865954,osm10012043788,5.07,footway,concrete,,,,
osm10012043788,osm7372865954,5.07,footway,concrete,,,,
osm10012043795,osm7372865955,3.24,footway,concrete,,,,
osm7372865955,osm10012043795,3.24,footway,concrete,,,,
osm10012043794,osm1215685058,2.26,footway,asphalt,,,,
osm1215685058,osm10012043794,2.26,footway,asphalt,,,,
osm1215685058,osm10012043795,3.6,footway,asphalt,,,,
osm10012043795,osm1215685058,3.6,footway,asphalt,,,,
osm10012043793,osm10012043794,3.97,footway,concrete,,,,
osm10012043794,osm10012043793,3.97,footway,concrete,,,,
osm7372865951,osm10012043792,3.29,footway,concrete,,,,
osm10012043792,osm7372865951,3.29,footway,concrete,,,,
osm10012043787,osm1215685021,1.21,footway,asphalt,,,,
osm1215685021,osm10012043787,1.21,footway,asphalt,,,,
osm1215685021,osm10012043784,3.43,footway,asphalt,,,,
osm10012043784,osm1215685021,3.43,footway,asphalt,,,,
osm3330083515,osm3330083516,8.05,cycleway,asphalt,,,,
osm3330083516,osm3330083515,8.05,cycleway,asphalt,,,,
osm3330083516,osm7372865954,207.8,cycleway,asphalt,,,,
osm7372865954,osm3330083516,207.8,cycleway,asphalt,,,,
osm7372865954,osm3330083529,26.2,cycleway,asphalt,,,,
osm3330083529,osm7372865954,26.2,cycleway,asphalt,,,,
osm1215685004,osm10012043797,73.86,tertiary,asphalt,,,,South Towne Drive
osm10012043816,osm558523229,20.38,tertiary,asphalt,,no,35 mph,South Towne Drive
osm558523229,osm10012043816,20.38,tertiary,asphalt,,no,35 mph,South Towne Drive
osm558523229,osm53405303,34.49,tertiary,asphalt,,no,35 mph,South Towne Drive
osm53405303,osm558523229,34.49,tertiary,asphalt,,no,35 mph,South Towne Drive
osm53405303,osm53317758,119.29,tertiary,asphalt,,no,35 mph,South Towne Drive
osm53317758,osm53405303,119.29,tertiary,asphalt,,no,35 mph,South Towne Drive
osm10012060518,osm4833567195,51.26,tertiary,asphalt,,no,35 mph,Moorland Road
osm4833567195,osm10012060518,51.26,tertiary,asphalt,,no,35 mph,Moorland Road
osm10012060519,osm245551448,554.73,cycleway,asphalt,,,,Capital City State Trail
osm245551448,osm10012060519,554.73,cycleway,asphalt,,,,Capital City State Trail
osm12801880988,osm3296655019,60.51,tertiary,asphalt,,,,South Towne Drive
osm3330083547,osm450880362,7.32,residential,asphalt,,,,Royal Avenue
osm3608310559,osm3608310568,9.24,footway,asphalt,,,,
osm3608310568,osm3608310559,9.24,footway,asphalt,,,,
osm3608310568,osm3608310572,8.78,footway,asphalt,,,,
osm3608310572,osm3608310568,8.78,footway,asphalt,,,,
osm3608310563,osm3608310561,8.25,footway,asphalt,,,,
osm3608310561,osm3608310563,8.25,footway,asphalt,,,,
osm3608310561,osm3608310559,7.96,footway,asphalt,,,,
osm3608310559,osm3608310561,7.96,footway,asphalt,,,,
osm10017372672,osm3608310563,1.38,footway,concrete,,,,
osm3608310563,osm10017372672,1.38,footway,concrete,,,,
osm3608310554,osm3608310546,1.51,footway,concrete,,,,
osm3608310546,osm3608310554,1.51,footway,concrete,,,,
osm7185777721,osm37932840,5.0,tertiary,asphalt,,,25 mph,University Avenue
osm37932840,osm7185777721,5.0,tertiary,asphalt,,,25 mph,University Avenue
osm2039162077,osm3608310371,7.33,tertiary,asphalt,,,25 mph,University Avenue
osm3608310371,osm2039162077,7.33,tertiary,asphalt,,,25 mph,University Avenue
osm3608310371,osm4214318028,62.94,tertiary,asphalt,,,25 mph,University Avenue
osm4214318028,osm3608310371,62.94,tertiary,asphalt,,,25 mph,University Avenue
osm4214318028,osm3608310396,45.82,tertiary,asphalt,,,25 mph,University Avenue
osm3608310396,osm4214318028,45.82,tertiary,asphalt,,,25 mph,University Avenue
osm3608310396,osm2039162079,8.89,tertiary,asphalt,,,25 mph,University Avenue
osm2039162079,osm3608310396,8.89,tertiary,asphalt,,,25 mph,University Avenue
osm2039162079,osm3608310401,7.49,tertiary,asphalt,,,25 mph,University Avenue
osm3608310401,osm2039162079,7.49,tertiary,asphalt,,,25 mph,University Avenue
osm3608310401,osm3608310406,23.88,tertiary,asphalt,,,25 mph,University Avenue
osm3608310406,osm3608310401,23.88,tertiary,asphalt,,,25 mph,University Avenue
osm3608310406,osm441510040,7.9,tertiary,asphalt,,,25 mph,University Avenue
osm441510040,osm3608310406,7.9,tertiary,asphalt,,,25 mph,University Avenue
osm6579405683,osm4214318048,10.99,tertiary,asphalt,,,25 mph,University Avenue
osm4214318048,osm6579405683,10.99,tertiary,asphalt,,,25 mph,University Avenue
osm4214318048,osm2039162077,82.85,tertiary,asphalt,,,25 mph,University Avenue
osm2039162077,osm4214318048,82.85,tertiary,asphalt,,,25 mph,University Avenue
osm3608310355,osm3608310344,8.24,footway,asphalt,,,,
osm3608310344,osm3608310355,8.24,footway,asphalt,,,,
osm3608310344,osm10017372686,7.03,footway,asphalt,,,,
osm10017372686,osm3608310344,7.03,footway,asphalt,,,,
osm10017372684,osm3235660492,1.24,footway,concrete,,,,
osm3235660492,osm10017372684,1.24,footway,concrete,,,,
osm3235660492,osm10017372683,3.72,footway,concrete,,,,
osm10017372683,osm3235660492,3.72,footway,concrete,,,,
osm10017372686,osm3608310325,3.47,footway,concrete,,,,
osm3608310325,osm10017372686,3.47,footway,concrete,,,,
osm3608310325,osm10017372685,3.85,footway,concrete,,,,
osm10017372685,osm3608310325,3.85,footway,concrete,,,,
osm10017372682,osm3235660490,1.32,footway,concrete,,,,
osm3235660490,osm10017372682,1.32,footway,concrete,,,,
osm1222780827,osm450880455,12.33,tertiary,asphalt,,,35 mph,West Broadway
osm450880455,osm13690371352,7.77,tertiary,asphalt,,,35 mph,West Broadway
osm13690371352,osm1222780866,23.64,tertiary,asphalt,,,35 mph,West Broadway
osm10029745382,osm53278738,166.29,motorway,asphalt,,,55 mph,West Beltline Highway
osm53278689,osm53278691,223.24,motorway,asphalt,,,55 mph,West Beltline Highway
osm53515084,osm5371286185,12.83,residential,paved,,,,West Wilson Street
osm5371286185,osm13113870133,93.71,residential,paved,,,,West Wilson Street
osm13113870133,osm3269882019,15.33,residential,paved,,,,West Wilson Street
osm3269882019,osm53540665,8.49,residential,paved,,,,West Wilson Street
osm4248765811,osm1180187485,19.9,primary_link,concrete,,,,
osm4248765809,osm4248765803,9.39,service,asphalt,,,,
osm4248765803,osm4248765809,9.39,service,asphalt,,,,
osm4248765803,osm4248765795,64.62,service,asphalt,,,,
osm4248765795,osm4248765803,64.62,service,asphalt,,,,
osm4248765795,osm4248765793,38.74,service,asphalt,,,,
osm4248765793,osm4248765795,38.74,service,asphalt,,,,
osm4248765793,osm4248721078,34.65,service,asphalt,,,,
osm4248721078,osm4248765793,34.65,service,asphalt,,,,
osm4248721078,osm4248721087,14.58,service,asphalt,,,,
osm4248721087,osm4248721078,14.58,service,asphalt,,,,
osm4248721087,osm4248765789,23.37,service,asphalt,,,,
osm4248765789,osm4248721087,23.37,service,asphalt,,,,
osm4248765789,osm4248765792,14.02,service,asphalt,,,,
osm4248765792,osm4248765789,14.02,service,asphalt,,,,
osm4248765792,osm4248766128,9.34,service,asphalt,,,,
osm4248766128,osm4248765792,9.34,service,asphalt,,,,
osm4248766128,osm4248721084,8.89,service,asphalt,,,,
osm4248721084,osm4248766128,8.89,service,asphalt,,,,
osm10067077042,osm10067077043,16.15,service,,,,,
osm10067077043,osm10067077042,16.15,service,,,,,
osm10067077043,osm10067077044,8.8,service,,,,,
osm10067077044,osm10067077043,8.8,service,,,,,
osm10067077045,osm10067077046,14.77,service,,,,,
osm10067077046,osm10067077045,14.77,service,,,,,
osm10067077046,osm10067077047,8.83,service,,,,,
osm10067077047,osm10067077046,8.83,service,,,,,
osm10067077048,osm10067077049,7.75,service,,,,,
osm10067077049,osm10067077048,7.75,service,,,,,
osm10067077049,osm10067077050,16.69,service,,,,,
osm10067077050,osm10067077049,16.69,service,,,,,
osm10067077051,osm10067077052,7.69,service,concrete,,,,
osm10067077052,osm10067077051,7.69,service,concrete,,,,
osm10067077052,osm10067077053,20.97,service,concrete,,,,
osm10067077053,osm10067077052,20.97,service,concrete,,,,
osm10067077054,osm10067077055,7.77,service,fine_gravel,,,,
osm10067077055,osm10067077054,7.77,service,fine_gravel,,,,
osm10067077055,osm10067077056,18.63,service,fine_gravel,,,,
osm10067077056,osm10067077055,18.63,service,fine_gravel,,,,
osm10067077057,osm10067077058,7.87,service,concrete,,,,
osm10067077058,osm10067077057,7.87,service,concrete,,,,
osm10067077058,osm10067077059,25.65,service,concrete,,,,
osm10067077059,osm10067077058,25.65,service,concrete,,,,
osm10067077060,osm10067077061,7.93,service,concrete,,,,
osm10067077061,osm10067077060,7.93,service,concrete,,,,
osm10067077061,osm10067077062,4.64,service,concrete,,,,
osm10067077062,osm10067077061,4.64,service,concrete,,,,
osm10067077063,osm10067077061,12.61,service,concrete,,,,
osm10067077061,osm10067077063,12.61,service,concrete,,,,
osm10067077071,osm10067077072,19.7,service,,,,,
osm10067077072,osm10067077071,19.7,service,,,,,
osm10067077069,osm10067077070,9.57,service,,,,,
osm10067077070,osm10067077069,9.57,service,,,,,
osm10067077070,osm10067077071,17.73,service,,,,,
osm10067077071,osm10067077070,17.73,service,,,,,
osm10067077076,osm10067077077,8.19,service,paved,,,,
osm10067077077,osm10067077076,8.19,service,paved,,,,
osm10067077077,osm10067077078,1.91,service,paved,,,,
osm10067077078,osm10067077077,1.91,service,paved,,,,
osm53278604,osm53278607,131.76,motorway,asphalt,,,55 mph,West Beltline Highway
osm53278607,osm53278618,186.25,motorway,asphalt,,,55 mph,West Beltline Highway
osm10075958243,osm10075958246,10.16,service,asphalt,,,,
osm10075958246,osm10075958243,10.16,service,asphalt,,,,
osm10075958246,osm10075958245,48.88,service,asphalt,,,,
osm10075958245,osm10075958246,48.88,service,asphalt,,,,
osm53311408,osm53311438,893.99,motorway,asphalt,,,55 mph,South Beltline Highway
osm10076410256,osm53311408,463.51,motorway,asphalt,,,55 mph,South Beltline Highway
osm53355614,osm450939982,374.22,motorway,asphalt,,,55 mph,South Beltline Highway
osm10091099579,osm10091099548,7.16,footway,,,,,
osm10091099548,osm10091099579,7.16,footway,,,,,
osm10091099566,osm10091099548,6.38,footway,,,,,
osm10091099548,osm10091099566,6.38,footway,,,,,
osm10091099548,osm10091099553,1.56,footway,,,,,
osm10091099553,osm10091099548,1.56,footway,,,,,
osm10091099583,osm10091099566,81.63,footway,,,,,
osm10091099566,osm10091099583,81.63,footway,,,,,
osm10091099566,osm10091099579,5.82,footway,,,,,
osm10091099579,osm10091099566,5.82,footway,,,,,
osm10091099579,osm10091099578,6.37,footway,,,,,
osm10091099578,osm10091099579,6.37,footway,,,,,
osm10091099584,osm10091099585,38.12,footway,concrete,,,,
osm10091099585,osm10091099584,38.12,footway,concrete,,,,
osm10091099590,osm10091099584,41.25,footway,concrete,,,,
osm10091099584,osm10091099590,41.25,footway,concrete,,,,
osm10091099584,osm10091099585,32.13,footway,concrete,,,,
osm10091099585,osm10091099584,32.13,footway,concrete,,,,
osm10091099585,osm10091099587,25.97,footway,concrete,,,,
osm10091099587,osm10091099585,25.97,footway,concrete,,,,
osm10091099599,osm10091099591,28.9,service,asphalt,,,,
osm10091099591,osm10091099599,28.9,service,asphalt,,,,
osm10091099602,osm10091099599,40.45,service,asphalt,,,,
osm10091099599,osm10091099602,40.45,service,asphalt,,,,
osm10091099599,osm10091099600,31.89,service,asphalt,,,,
osm10091099600,osm10091099599,31.89,service,asphalt,,,,
osm10091140548,osm10091140547,4.43,footway,,,,,
osm10091140547,osm10091140548,4.43,footway,,,,,
osm10091140558,osm10091140548,8.14,footway,,,,,
osm10091140548,osm10091140558,8.14,footway,,,,,
osm10091140548,osm10091140549,39.85,footway,,,,,
osm10091140549,osm10091140548,39.85,footway,,,,,
osm10091140560,osm10091140559,12.71,footway,concrete,,,,
osm10091140559,osm10091140560,12.71,footway,concrete,,,,
osm10091140569,osm10091140570,8.16,footway,concrete,,,,
osm10091140570,osm10091140569,8.16,footway,concrete,,,,
osm10091140570,osm10091140560,15.05,footway,concrete,,,,
osm10091140560,osm10091140570,15.05,footway,concrete,,,,
osm10091140560,osm10091140558,80.08,footway,concrete,,,,
osm10091140558,osm10091140560,80.08,footway,concrete,,,,
osm10091140558,osm10091140561,41.14,footway,concrete,,,,
osm10091140561,osm10091140558,41.14,footway,concrete,,,,
osm10091140572,osm10091140570,31.53,footway,concrete,,,,
osm10091140570,osm10091140572,31.53,footway,concrete,,,,
osm10091140604,osm10091140596,27.99,service,asphalt,,,,
osm10091140596,osm10091140604,27.99,service,asphalt,,,,
osm10101448394,osm4184601362,9.69,service,gravel,,,,
osm4184601362,osm10101448394,9.69,service,gravel,,,,
osm4184601362,osm10101448391,43.27,service,gravel,,,,
osm10101448391,osm4184601362,43.27,service,gravel,,,,
osm5700604341,osm3252896274,9.09,footway,,,,,
osm3252896274,osm5700604341,9.09,footway,,,,,
osm3252896274,osm3252896275,8.81,footway,,,,,
osm3252896275,osm3252896274,8.81,footway,,,,,
